ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2007,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2007,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2007,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2007,97.85022,60134002.90826,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2007,93.51999,11219274.36791,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2007,98.90057,48914728.52306,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2007,0.1747,107363.5087,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2007,0.225,26992.48275,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2007,0.1625,80370.0495,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2008,1.24469,773515.29807,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2008,5.94465,710896.17647,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2008,0.12477,62619.13532,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2008,0.70472,437948.56009,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2008,0.30023,35902.73377,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2008,0.8011,402045.80881,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2008,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2008,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2008,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2008,97.87606,60825172.24969,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2008,93.53012,11184876.28026,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2008,98.91162,49640293.97288,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2008,0.17453,108459.89464,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2008,0.225,26906.8095,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2008,0.1625,81553.082,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2009,1.21786,765167.03096,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2009,5.93452,707273.99581,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2009,0.11371,57893.05193,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2009,0.70609,443627.75461,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2009,0.30023,35780.7791,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2009,0.8011,407846.9824,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2009,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2009,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2009,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2009,97.90169,61510279.97947,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2009,93.54025,11148090.81344,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2009,98.92268,50362190.14317,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2009,0.17436,109545.23308,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2009,0.225,26815.41225,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2009,0.1625,82729.8225,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,1.1912,755936.27251,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,5.92439,702971.27605,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0.10266,52965.01567,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,0.70745,448945.84425,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,0.30023,35623.92019,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0.8011,413321.94673,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,97.92716,62144378.66325,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,93.55038,11100420.94727,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,98.93374,51043960.64512,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2010,0.17419,110539.22125,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2010,0.225,26697.8565,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2010,0.1625,83840.393,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,1.16472,745673.31783,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,5.91426,697837.72065,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0.0916,47835.60567,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,0.70879,453781.95078,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,0.30023,35424.34817,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0.8011,418357.61805,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,97.95247,62711052.63445,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,93.56051,11039429.64165,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,98.9448,51671624.92285,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2011,0.17402,111412.09502,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2011,0.225,26548.29,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2011,0.1625,84861.855,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,1.13828,734478.41707,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,5.90413,691948.03107,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0.08054,42530.36698,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,0.71013,458212.80892,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,0.30023,35185.64174,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0.8011,423027.15311,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,97.97774,63220431.30702,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,93.57065,10966227.93233,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,98.95586,52254201.43402,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2012,0.17385,112177.46957,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2012,0.225,26369.39475,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2012,0.1625,85809.048,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,1.1168,725738.90887,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,5.8985,686045.11332,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0.0744,39693.79992,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,0.71146,462332.82449,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,0.30023,34918.76513,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0.8011,427414.05893,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,97.99806,63683074.99009,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,93.57627,10883705.73392,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,98.962,52799369.23282,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2013,0.17369,112869.27525,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2013,0.225,26169.38775,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2013,0.1625,86698.911,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,1.10148,720620.92291,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,5.8985,680530.89999,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0.0744,40089.98221,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,0.71277,466318.16605,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,0.30023,34638.09915,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0.8011,431680.06223,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,98.01222,64122584.63471,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,93.57627,10796225.95447,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,98.962,53326357.70875,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2014,0.17352,113524.27438,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2014,0.225,25959.0465,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2014,0.1625,87564.2495,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,1.08628,715424.23922,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,5.8985,674938.53153,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0.0744,40485.71514,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,0.71408,470294.69082,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,0.30023,34353.45519,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0.8011,435941.22687,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,98.02628,64560255.71471,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,93.57627,10707506.28939,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,98.962,53852748.45422,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2015,0.17336,114173.35525,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2015,0.225,25745.724,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2015,0.1625,88428.6065,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,1.07114,710140.60445,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,5.8985,669257.5086,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0.0744,40883.08185,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,0.71538,474284.29697,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,0.30023,34064.29883,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0.8011,440219.98373,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,98.04029,64998694.51966,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,93.57627,10617380.17293,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,98.962,54381312.40516,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2016,0.17319,114824.57826,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2016,0.225,25529.01975,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2016,0.1625,89296.532,Unimproved
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,1.05617,704753.44983,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,5.8985,663477.92173,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0.0744,41275.53233,Basic service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,0.71667,478215.94582,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,0.30023,33770.12571,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0.8011,444445.80369,Limited service
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,0,0,Open defecation
GBR,United Kingdom of Great Britain and Northern Ireland,total,Sanitation,2017,98.05413,65429029.29979,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,rural,Sanitation,2017,93.57627,10525690.39692,Safely managed service
GBR,United Kingdom of Great Britain and Northern Ireland,urban,Sanitation,2017,98.962,54903336.94725,Safely managed service
